Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT104963338,Sat Mar 25 14:25:34 IST 2023,4.62451E+11,LWTP202102,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Did not like the product,Not happy with product quality,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/xB7x/6294ac5cf997dd03e245af9a/-462451177-brown-MODEL.jpg
RT104940058,Sat Mar 25 09:58:28 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104903742,Sat Mar 25 06:22:59 IST 2023,4.62501E+11,FLYSB202106,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Did not like the product,Not happy with product quality,RVP,Sling Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/BzdC/6294acbaf997dd03e245bb60/-462501120-blue-MODEL.jpg
RT104744056,Sat Mar 25 01:59:01 IST 2023,4.62462E+11,LWWC16176104,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,641,Others,Different product delivered,RVP,Unisex 8 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/rKS9/6294acd9f997dd03e245bda0/-462462229-blue-MODEL.jpg
RT104834282,Fri Mar 24 18:15:05 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104820354,Fri Mar 24 18:07:18 IST 2023,4.62504E+11,LWBP20213010,8.90537E+12,Men-Backpacks,FLY FASHION,1,1145,Did not like the product,Does not look good on me,RVP,Colourblock Laptop Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/qEEx/6294ac8ef997dd03e245b58a/-462504144-grey-MODEL.jpg
RT104842061,Fri Mar 24 17:16:39 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Defective/Damage Product received,Received defective merchandise,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT104669344,Thu Mar 23 22:34:43 IST 2023,4.62507E+11,FLYSB202105,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Size/Colour Issue,Size is smaller than expected,RVP,Sling Bag with Zipper Closure,https://assets.ajio.com/medias/sys_master/root/20220530/y3jU/6294ac94f997dd03e245b66a/-462507052-black-MODEL.jpg
RT104643576,Thu Mar 23 20:53:44 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Does not look good on me,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT104662016,Thu Mar 23 20:53:10 IST 2023,4.62508E+11,FLYBP2103,8.90537E+12,Men-Backpacks,FLY FASHION,1,649,Did not like the product,Does not look good on me,RVP,Textured Laptop Backpack,https://assets.ajio.com/medias/sys_master/root/20220530/Tz8a/6294acb9aeb26921aff34912/-462507653-black-MODEL.jpg
RT104616750,Thu Mar 23 20:38:26 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,992,Wrong Item Shipped ,Different product delivered,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT104202837,Thu Mar 23 19:13:10 IST 2023,4.62462E+11,LWWC16176125,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721,Others,Different product delivered,RVP,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/YaoW/6294ac5cf997dd03e245af9f/-462462255-blue-MODEL.jpg
RT104580489,Thu Mar 23 18:38:51 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104581225,Thu Mar 23 17:27:08 IST 2023,4.62504E+11,LWBP20213019,8.90537E+12,Men-Backpacks,FLY FASHION,1,1050,Did not like the product,Did not like the product,RVP,Laptop Back Pack with Brand Logo ,https://assets.ajio.com/medias/sys_master/root/20220530/Cdj5/6294acd8aeb26921aff34c15/-462504152-grey-MODEL.jpg
RT104583029,Thu Mar 23 16:58:53 IST 2023,4.62419E+11,LWHK2020102,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,840,Did not like the product,Not happy with product quality,RVP,Textured Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/5MLl/6294ac4ff997dd03e245adc1/-462418613-black-MODEL.jpg
RT104551486,Thu Mar 23 15:47:31 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT104551486,Thu Mar 23 15:47:31 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Does not look good on me,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT104552069,Thu Mar 23 14:07:26 IST 2023,4.6252E+11,LWBP20213015,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Wrong Item Shipped ,Different product delivered,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/Po4D/6294ac8caeb26921aff34378/-462519855-blue-MODEL.jpg
RT104503633,Thu Mar 23 11:06:24 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Wrong Item Shipped ,Different product delivered,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT104491992,Thu Mar 23 10:40:35 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Defective/Damage Product received,Received defective merchandise,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104483823,Thu Mar 23 08:52:46 IST 2023,4.6245E+11,LWTP202101,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Size/Colour Issue,Want to change style color,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/uLy3/6294acbfaeb26921aff349d8/-462450381-black-MODEL.jpg
RT104489370,Thu Mar 23 02:03:02 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Did not like the product,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT104488133,Wed Mar 22 23:01:10 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Size/Colour Issue,Want to change style color,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT104452594,Wed Mar 22 20:56:08 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104441713,Wed Mar 22 20:42:43 IST 2023,4.62418E+11,LWOB19201072,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,848,Defective/Damage Product received,Received damaged,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/R4lD/6294ac3cf997dd03e245aafa/-462418315-brown-MODEL.jpg
RT104447134,Wed Mar 22 18:50:44 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,2,1163,Wrong Item Shipped ,Wrong color delivered,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT104399936,Wed Mar 22 17:05:00 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT104411626,Wed Mar 22 16:41:26 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Did not like the product,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104394421,Wed Mar 22 14:23:59 IST 2023,4.62504E+11,LWBP20213036,8.90537E+12,Men-Backpacks,FLY FASHION,1,668,Did not like the product,Not happy with product quality,RVP,Laptop Back Pack with Brand Logo ,https://assets.ajio.com/medias/sys_master/root/20220530/iOfZ/6294acecf997dd03e245bfdd/-462504168-brown-MODEL.jpg
RT104406015,Wed Mar 22 13:48:58 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Does not look good on me,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT104380683,Wed Mar 22 13:00:23 IST 2023,4.62591E+11,LWOB202103,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Not happy with product quality,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT104382392,Wed Mar 22 12:04:22 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Defective/Damage Product received,Received damaged,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104364702,Wed Mar 22 12:00:46 IST 2023,4.624E+11,LWHK2020105,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1031,Did not like the product,Not happy with product quality,RVP,Typography Print Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/OUYB/6294ac0ff997dd03e245a449/-462400209-blue-MODEL.jpg
RT104366595,Wed Mar 22 11:43:16 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,992,Did not like the product,Did not like the product,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT104354364,Wed Mar 22 08:30:31 IST 2023,4.62419E+11,LWHK2020102,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,840,Wrong Item Shipped ,Different product delivered,RVP,Textured Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/5MLl/6294ac4ff997dd03e245adc1/-462418613-black-MODEL.jpg
RT104349198,Tue Mar 21 22:28:53 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,649,Did not like the product,Does not look good on me,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
RT104305402,Tue Mar 21 18:44:01 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,992,Did not like the product,Not happy with product quality,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT104186815,Tue Mar 21 16:29:50 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT104159515,Tue Mar 21 15:58:34 IST 2023,4.62451E+11,LWTP202102,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Did not like the product,Not happy with product quality,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/xB7x/6294ac5cf997dd03e245af9a/-462451177-brown-MODEL.jpg
RT104235403,Tue Mar 21 13:57:17 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Wrong Item Shipped,Different product delivered,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT104210625,Tue Mar 21 12:32:45 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104182798,Tue Mar 21 11:28:37 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Does not look good on me,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT104162580,Tue Mar 21 06:39:29 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,824,Defective/Damage Product received,Received defective merchandise,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104174103,Mon Mar 20 23:49:41 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,824,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104141351,Mon Mar 20 22:59:14 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT104131481,Mon Mar 20 22:27:58 IST 2023,4.62507E+11,FLYSB202105,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Size/Colour Issue,Size is smaller than expected,RVP,Sling Bag with Zipper Closure,https://assets.ajio.com/medias/sys_master/root/20220530/y3jU/6294ac94f997dd03e245b66a/-462507052-black-MODEL.jpg
RT104131007,Mon Mar 20 20:53:37 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT104102509,Mon Mar 20 20:33:36 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103981417,Mon Mar 20 16:41:36 IST 2023,4.6252E+11,LWBP20213015,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/Po4D/6294ac8caeb26921aff34378/-462519855-blue-MODEL.jpg
RT103980309,Mon Mar 20 16:08:27 IST 2023,4.6245E+11,LWTP202101,8.90537E+12,Men-Utility Bags,LEATHER WORLD,3,1374,Did not like the product,Did not like color,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/uLy3/6294acbfaeb26921aff349d8/-462450381-black-MODEL.jpg
RT103948907,Mon Mar 20 15:38:40 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Others,Found better product,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT103932934,Mon Mar 20 14:17:52 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT103950455,Mon Mar 20 14:12:49 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Defective/Damage Product received,Received damaged,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103931052,Mon Mar 20 11:05:57 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Did not like the product,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103105746,Mon Mar 20 10:52:32 IST 2023,4.6247E+11,LWWC16176107,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,748,Others,Different product delivered,RVP, Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/I55l/6294acfef997dd03e245c213/-462469791-brown-MODEL.jpg
RT103917232,Mon Mar 20 10:11:56 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Does not look good on me,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT103887916,Mon Mar 20 09:24:59 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Size/Colour Issue,Does not fit well,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103882912,Mon Mar 20 08:10:12 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,824,Others,Bad experience,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103892446,Mon Mar 20 00:49:35 IST 2023,4.62588E+11,FLYOB202101,8.90547E+12,Men-Laptop Bags,FLY FASHION,1,572,Wrong Item Shipped ,Different product delivered,RVP,Colourblock Laptop Bag with Detachable Strap ,https://assets.ajio.com/medias/sys_master/root/20220530/mhhj/6294acf2f997dd03e245c08d/-462587952-silver-MODEL.jpg
RT103890147,Sun Mar 19 22:21:55 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103892057,Sun Mar 19 22:15:18 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Defective/Damage Product received,Product torn worn out,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103856578,Sun Mar 19 19:47:39 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103849526,Sun Mar 19 18:42:54 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Defective/Damage Product received,Product torn worn out,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT103798260,Sun Mar 19 12:41:53 IST 2023,4.62507E+11,FLYSB202105,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Size/Colour Issue,Size is smaller than expected,RVP,Sling Bag with Zipper Closure,https://assets.ajio.com/medias/sys_master/root/20220530/y3jU/6294ac94f997dd03e245b66a/-462507052-black-MODEL.jpg
RT103774996,Sun Mar 19 12:40:02 IST 2023,4.62328E+11,LWDB19204089,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1146,Did not like the product,Does not look good on me,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/UYN3/6294ac34aeb26921aff33824/-462327854-brown-MODEL.jpg
RT103711070,Sun Mar 19 12:00:59 IST 2023,4.62462E+11,LWWC16176114,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,611,Others,Wrong color delivered,RVP,Unisex 8 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/gU4N/6294ac4eaeb26921aff33bd0/-462462265-blue-MODEL.jpg
RT103793186,Sun Mar 19 11:45:28 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103782093,Sun Mar 19 10:20:04 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Does not look good on me,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT103749671,Sun Mar 19 07:47:34 IST 2023,4.62419E+11,LWHK2020102,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,840,Size/Colour Issue,Want to change style color,RVP,Textured Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/5MLl/6294ac4ff997dd03e245adc1/-462418613-black-MODEL.jpg
RT103729856,Sat Mar 18 23:43:08 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Does not fit well,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT103721737,Sat Mar 18 21:50:59 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT103609310,Sat Mar 18 11:02:00 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT103575984,Sat Mar 18 09:38:14 IST 2023,4.62218E+11,LWSB20213024,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Wrong Item Shipped ,Wrong color delivered,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aOs7/6294ac00aeb26921aff33098/-462218355-black-MODEL.jpg
RT103582765,Sat Mar 18 09:30:06 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT103564105,Fri Mar 17 21:32:28 IST 2023,4.62418E+11,LWOB19201079,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/VUkz/6294ac5aaeb26921aff33da1/-462418269-brown-MODEL.jpg
RT103531772,Fri Mar 17 21:16:23 IST 2023,4.6234E+11,LWDB16174097,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,916,Did not like the product,Not happy with product quality,RVP,Duffel Bag with Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/GbHJ/6294ac2daeb26921aff33743/-462339780-brown-MODEL.jpg
RT103559032,Fri Mar 17 20:38:50 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Size/Colour Issue,Size is larger than expected,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT103463966,Fri Mar 17 19:00:12 IST 2023,4.624E+11,FLYBP202102,8.90537E+12,Men-Backpacks,FLY FASHION,1,831,Size/Colour Issue,Size is smaller than expected,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/iyZr/6294ac49f997dd03e245acd5/-462400177-multi-MODEL.jpg
RT103462643,Fri Mar 17 17:48:48 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Not happy with product quality,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
