Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT111923086,Thu May 18 19:22:18 IST 2023,4.6252E+11,LWBP20213012,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/8kmV/6294acb3aeb26921aff34861/-462519874-grey-MODEL.jpg
RT111863882,Thu May 18 18:04:01 IST 2023,4.62501E+11,FLYSB202106,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Size/Colour Issue,Size is smaller than expected,RVP,Sling Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/BzdC/6294acbaf997dd03e245bb60/-462501120-blue-MODEL.jpg
RT111816980,Thu May 18 13:04:36 IST 2023,4.62501E+11,FLYSB202103,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Defective/Damage Product received,Received defective merchandise,RVP,Messenger Bag with Signature Branding,https://assets.ajio.com/medias/sys_master/root/20220530/k4Oe/6294acb4f997dd03e245ba90/-462501023-grey-MODEL.jpg
RT111833452,Thu May 18 11:12:53 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Others,Others,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111856003,Thu May 18 09:45:26 IST 2023,4.62462E+11,LWWC16176140,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,496,Others,Others,Self Ship Without Shipping Charge,Unisex 6 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/OCbk/6294ac55f997dd03e245aec4/-462462246-black-MODEL.jpg
RT111805538,Thu May 18 08:06:34 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Others,Others,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT111777169,Wed May 17 19:41:41 IST 2023,4.624E+11,LWHK2020105,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1031,Size/Colour Issue,Size is smaller than expected,RVP,Typography Print Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/OUYB/6294ac0ff997dd03e245a449/-462400209-blue-MODEL.jpg
RT111577601,Wed May 17 17:30:37 IST 2023,4.6252E+11,LWBP20213012,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Others,Others,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/8kmV/6294acb3aeb26921aff34861/-462519874-grey-MODEL.jpg
RT111715097,Wed May 17 15:12:59 IST 2023,4.62462E+11,LWWC16176075,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,916,Others,Different product delivered,RVP,Unisex 12 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/vFuk/6294ac86aeb26921aff342c5/-462462264-blue-MODEL.jpg
RT111714648,Wed May 17 14:57:21 IST 2023,4.6233E+11,LWDB16174014,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1123,Did not like the product,Not happy with product quality,RVP,Colourblock Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/nSlc/6294aca8f997dd03e245b907/-462329704-blue-MODEL.jpg
RT111676970,Wed May 17 10:14:04 IST 2023,4.62418E+11,LWHK2020101,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,840,Did not like the product,Not happy with product quality,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/rBqV/6294aca6aeb26921aff346e2/-462417971-black-MODEL.jpg
RT111687367,Wed May 17 00:37:13 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT111690161,Tue May 16 23:59:37 IST 2023,4.63085E+11,LWDB214103,8.90547E+12,Men-Sports & Utility Bag,LEATHER WORLD,1,985,Did not like the product,Did not like color,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT111646695,Tue May 16 20:40:41 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111635594,Tue May 16 19:55:34 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Defective/Damage Product received,Product torn worn out,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT111659273,Tue May 16 18:57:57 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111600871,Tue May 16 17:27:00 IST 2023,4.62218E+11,LWSB20213008,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,687,Size/Colour Issue,Want to change style color,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/Rlk4/6294abf9aeb26921aff32f78/-462218092-black-MODEL.jpg
RT111609444,Tue May 16 16:35:55 IST 2023,4.6252E+11,LWBP20213012,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Wrong Item Shipped ,Delivered wrong size,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/8kmV/6294acb3aeb26921aff34861/-462519874-grey-MODEL.jpg
RT111593422,Tue May 16 14:42:02 IST 2023,4.6252E+11,LWBP20213014,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Does not look good on me,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hzDr/6294ac80aeb26921aff34210/-462519842-grey-MODEL.jpg
RT111563883,Tue May 16 11:34:51 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111562646,Tue May 16 10:50:46 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111518806,Mon May 15 20:22:07 IST 2023,4.62507E+11,FLYSB202101,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Size/Colour Issue,Size is larger than expected,RVP,Colourblock Messenger Bag with Adjustable Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7crh/6294acbfaeb26921aff349d6/-462507028-blue-MODEL.jpg
RT111492294,Mon May 15 16:19:39 IST 2023,4.62418E+11,LWOB19201078,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/eMCW/6294ac76f997dd03e245b29c/-462418329-black-MODEL.jpg
RT111451380,Mon May 15 11:01:05 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Size/Colour Issue,Size is smaller than expected,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111401221,Sun May 14 15:27:31 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,649,Did not like the product,Does not look good on me,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
RT111385346,Sun May 14 14:11:00 IST 2023,4.6233E+11,LWDB16174014,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1123,Size/Colour Issue,Size is larger than expected,RVP,Colourblock Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/nSlc/6294aca8f997dd03e245b907/-462329704-blue-MODEL.jpg
RT111391015,Sun May 14 12:57:05 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111371425,Sun May 14 12:01:03 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Did not like color,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT111355344,Sun May 14 07:25:15 IST 2023,4.62328E+11,LWDB19204089,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1145,Did not like the product,Not happy with product quality,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/UYN3/6294ac34aeb26921aff33824/-462327854-brown-MODEL.jpg
RT111332563,Sat May 13 21:28:25 IST 2023,4.62365E+11,LWOB16171122,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1038,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hQJu/6294ac62f997dd03e245b065/-462364826-brown-MODEL.jpg
RT111346009,Sat May 13 20:44:15 IST 2023,4.62328E+11,LWDB19204089,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1145,Did not like the product,Does not look good on me,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/UYN3/6294ac34aeb26921aff33824/-462327854-brown-MODEL.jpg
RT111288954,Sat May 13 20:06:12 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Wrong Item Shipped ,Different product delivered,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111306065,Sat May 13 15:51:34 IST 2023,4.6252E+11,LWBP20213015,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/Po4D/6294ac8caeb26921aff34378/-462519855-blue-MODEL.jpg
RT111265649,Sat May 13 15:01:31 IST 2023,4.62462E+11,LWWC16176140,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,496,Others,Others,Self Ship Without Shipping Charge,Unisex 6 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/OCbk/6294ac55f997dd03e245aec4/-462462246-black-MODEL.jpg
RT111270342,Sat May 13 12:25:30 IST 2023,4.62507E+11,FLYSB202104,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Defective/Damage Product received,Product torn worn out,RVP,Sling Bag with Adjustable Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/jqtq/6294acecf997dd03e245bfd8/-462507030-grey-MODEL.jpg
RT111269255,Sat May 13 11:25:04 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,582,Defective/Damage Product received,Received damaged,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111272130,Sat May 13 11:11:34 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Defective/Damage Product received,Received defective merchandise,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT111143279,Fri May 12 07:42:20 IST 2023,4.62501E+11,FLYSB202102,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Did not like the product,Does not look good on me,RVP,Colourblock Messenger Bag,https://assets.ajio.com/medias/sys_master/root/20220530/9sZT/6294ac69f997dd03e245b11e/-462501030-black-MODEL.jpg
RT111133186,Thu May 11 22:49:45 IST 2023,4.62501E+11,FLYSB202102,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Size/Colour Issue,Size is smaller than expected,RVP,Colourblock Messenger Bag,https://assets.ajio.com/medias/sys_master/root/20220530/9sZT/6294ac69f997dd03e245b11e/-462501030-black-MODEL.jpg
RT111117335,Thu May 11 21:19:04 IST 2023,4.62364E+11,LWDB16174099,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Did not like the product,Did not like the product,RVP,Textured Overnighter Bag,https://assets.ajio.com/medias/sys_master/root/20220530/0DHa/6294ac3aaeb26921aff3391d/-462364178-brown-MODEL.jpg
RT111070535,Thu May 11 19:43:44 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Size is smaller than expected,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT111025885,Thu May 11 15:18:02 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT111002257,Wed May 10 23:16:38 IST 2023,4.62418E+11,LWOB19201079,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Defective/Damage Product received,Product torn worn out,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/VUkz/6294ac5aaeb26921aff33da1/-462418269-brown-MODEL.jpg
RT110984723,Wed May 10 23:01:33 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Size/Colour Issue,Size is smaller than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT110980139,Wed May 10 18:31:20 IST 2023,4.62277E+11,LWSB20213026,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Size/Colour Issue,Size is smaller than expected,RVP,Messenger Bag with Embossed Logo,https://assets.ajio.com/medias/sys_master/root/20220530/9QBv/6294ac1aaeb26921aff33477/-462277476-brown-MODEL.jpg
RT110923099,Wed May 10 04:34:40 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,436,Did not like the product,Did not like color,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT110820549,Tue May 09 14:16:53 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT110817263,Tue May 09 12:50:11 IST 2023,4.6252E+11,LWBP20213012,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/8kmV/6294acb3aeb26921aff34861/-462519874-grey-MODEL.jpg
RT110802628,Tue May 09 12:19:25 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Size/Colour Issue,Size is smaller than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT110788539,Tue May 09 08:47:37 IST 2023,4.62418E+11,LWOB19201079,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Defective/Damage Product received,Received defective merchandise,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/VUkz/6294ac5aaeb26921aff33da1/-462418269-brown-MODEL.jpg
RT110795139,Tue May 09 01:01:58 IST 2023,4.62218E+11,LWSB20213024,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Did not like the product,Did not like color,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aOs7/6294ac00aeb26921aff33098/-462218355-black-MODEL.jpg
RT110691260,Mon May 08 12:56:09 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT110663507,Mon May 08 10:35:46 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,649,Size/Colour Issue,Want to change style color,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
RT110645114,Sun May 07 19:52:49 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT110568991,Sun May 07 11:59:00 IST 2023,4.62588E+11,LWBP20213013,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Size/Colour Issue,Does not fit well,RVP,Textured Messenger Bag,https://assets.ajio.com/medias/sys_master/root/20220530/2mNg/6294acc6f997dd03e245bcda/-462588222-grey-MODEL.jpg
RT110555724,Sun May 07 04:54:08 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,290,Size/Colour Issue,Does not fit well,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT110530892,Sat May 06 22:48:19 IST 2023,4.62218E+11,LWSB20213009,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,687,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/KTSP/6294ac01f997dd03e245a23c/-462218354-brown-MODEL.jpg
RT110498554,Sat May 06 17:33:36 IST 2023,4.62508E+11,FLYBP2103,8.90537E+12,Men-Backpacks,FLY FASHION,1,649,Did not like the product,Not happy with product quality,RVP,Textured Laptop Backpack,https://assets.ajio.com/medias/sys_master/root/20220530/Tz8a/6294acb9aeb26921aff34912/-462507653-black-MODEL.jpg
RT110490145,Sat May 06 13:55:41 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT110486026,Sat May 06 12:50:10 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Size/Colour Issue,Size is smaller than expected,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT110466619,Sat May 06 12:22:12 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Size/Colour Issue,Want to change style color,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT110447872,Sat May 06 12:00:23 IST 2023,4.62504E+11,LWBP20213005,8.90537E+12,Men-Backpacks,FLY FASHION,1,687,Others,Others,RVP,Colourblock Laptop Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/pCHK/6294ac61aeb26921aff33e51/-462504146-navy-MODEL.jpg
RT110456281,Sat May 06 09:42:53 IST 2023,4.62508E+11,FLYBP2103,8.90537E+12,Men-Backpacks,FLY FASHION,1,649,Did not like the product,Not happy with product quality,RVP,Textured Laptop Backpack,https://assets.ajio.com/medias/sys_master/root/20220530/Tz8a/6294acb9aeb26921aff34912/-462507653-black-MODEL.jpg
RT110436391,Fri May 05 22:24:06 IST 2023,4.6233E+11,LWOB16171082,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Defective/Damage Product received,Product torn worn out,RVP,Textured Padded Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/VF4l/6294ac28f997dd03e245a809/-462329560-black-MODEL.jpg
