amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,url,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,fulfilled-by,is-iba 
407-0197428-7445906,,2023-06-17T08:58:47+00:00,2023-06-19T09:25:57+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,UDHAMPUR,JAMMU & KASHMIR,182101,IN,,FALSE,,,Easy Ship,FALSE
405-1865113-3598700,,2023-06-17T08:18:08+00:00,2023-06-19T09:36:50+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,JODHPUR,RJ,342008,IN,,TRUE,3,,Easy Ship,FALSE
405-3560499-3302754,,2023-06-17T07:59:42+00:00,2023-06-19T09:25:56+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560067,IN,,FALSE,,,Easy Ship,FALSE
407-9675579-3476324,,2023-06-17T07:35:59+00:00,2023-06-19T09:25:57+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560073,IN,,FALSE,,,Easy Ship,FALSE
404-6373142-7425929,,2023-06-17T06:59:54+00:00,2023-06-19T09:25:54+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BHAGALPUR,BIHAR,812002,IN,,FALSE,,,Easy Ship,FALSE
403-2045196-4413110,,2023-06-17T06:47:15+00:00,2023-06-19T09:25:57+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 10 Slots Faux Leather Men Watch Box Display Organizer Case Women Storage Jewellery - Tan,LGWC20216106,B07BGVBYDZ,Shipped,1,INR,799,85.6,,,,,,,PUNE,MAHARASHTRA,411027,IN,,FALSE,,,Easy Ship,FALSE
402-4657801-5011568,,2023-06-17T06:39:37+00:00,2023-06-19T09:25:56+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,Mumbai,Maharashtra,400086,IN,,FALSE,,,Easy Ship,FALSE
408-6225126-0293941,,2023-06-17T06:21:35+00:00,2023-06-18T05:41:16+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,,0,INR,534.82,64.18,,,,,,,ambala cantt,haryana,133001,IN,,FALSE,,,Easy Ship,FALSE
404-2436583-7277909,,2023-06-17T06:00:51+00:00,2023-06-19T09:25:57+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,2,INR,1198,128.36,,,,,,,KOZHIKODE,KERALA,673002,IN,,FALSE,,,Easy Ship,FALSE
402-9156567-4877154,,2023-06-17T05:41:31+00:00,2023-06-19T09:25:55+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560046,IN,,FALSE,,,Easy Ship,FALSE
404-2175908-2367533,,2023-06-17T05:05:12+00:00,2023-06-19T09:26:00+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 10 Slots of Watches for Men and Women Coffee brown,FLYWC6141,B0C6QSZZCQ,Shipped,1,INR,799,115.79,,,,,33.86,,TIRUR,KERALA,676101,IN,VPC-44571-90342437 Coupon,FALSE,,,Easy Ship,FALSE
405-0547085-0495562,,2023-06-17T05:04:50+00:00,2023-06-19T09:26:01+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.75,,,,,,,Hyderabad,TELANGANA,500091,IN,,FALSE,,,Easy Ship,FALSE
407-9301542-9405954,,2023-06-17T05:01:28+00:00,2023-06-19T09:25:56+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 10 Slots of Watches for Men and Women Coffee brown,FLYWC6141,B0C6QSZZCQ,Shipped,1,INR,799,121.88,,,,,,,AMBALA,HARYANA,133001,IN,,FALSE,,,Easy Ship,FALSE
404-4719804-1253148,,2023-06-17T04:59:49+00:00,2023-06-17T09:19:03+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,,0,,,,,,,,,,KANCHEEPURAM,TAMIL NADU,631502,IN,,FALSE,,,Easy Ship,FALSE
171-0319501-2274763,,2023-06-17T04:44:41+00:00,2023-06-17T09:45:11+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,,0,,,,,,,,,,PEDDAPALLE,TELANGANA,505172,IN,,FALSE,,,Easy Ship,FALSE
406-6974802-0467555,,2023-06-17T04:09:34+00:00,2023-06-19T09:25:54+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,GURUGRAM,HARYANA,122001,IN,,FALSE,,,Easy Ship,FALSE
406-6867561-3924329,,2023-06-17T03:50:45+00:00,2023-06-20T03:46:24+00:00,Shipped - Out for Delivery,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.76,,,,,,,dombivali,MAHARASHTRA,421201,IN,,FALSE,,,Easy Ship,FALSE
402-8832229-2031547,,2023-06-17T03:47:48+00:00,2023-06-19T09:36:46+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BATALA,PUNJAB,143505,IN,,FALSE,,,Easy Ship,FALSE
408-9703492-5043505,,2023-06-17T03:44:23+00:00,2023-06-19T09:26:12+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560035,IN,,FALSE,,,Easy Ship,FALSE
407-9689597-0435535,,2023-06-17T02:57:51+00:00,2023-06-19T09:25:56+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,SECUNDERABAD,TALANGANA,500026,IN,,FALSE,,,Easy Ship,FALSE
406-9757487-5448337,,2023-06-17T02:54:46+00:00,2023-06-18T15:42:26+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,MUMBAI,MAHARASHTRA,400097,IN,,FALSE,,,Easy Ship,FALSE
407-6698627-4803528,,2023-06-17T02:45:02+00:00,2023-06-17T14:17:44+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Unisex Water-Resistant Stylish Casual Office College Travel Sling One Side Shoulder Bag (Blue),FLYBP20213015,B08NTFCMZD,,0,INR,433.04,51.96,,,,,,,Iglas,UTTAR PRADESH,202124,IN,,FALSE,,,Easy Ship,FALSE
407-0633927-7121948,,2023-06-17T02:38:39+00:00,2023-06-17T02:42:56+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Unisex Water-Resistant Stylish Casual Office College Travel Sling One Side Shoulder Bag (Blue),FLYBP20213015,B08NTFCMZD,,0,,,,,,,,,,Iglas,UTTAR PRADESH,202124,IN,,FALSE,,,Easy Ship,FALSE
408-6903551-8267503,,2023-06-16T20:23:43+00:00,2023-06-19T05:30:04+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,,0,INR,534.82,64.18,,,,,,,RAE BARELI,UTTAR PRADESH,229001,IN,,FALSE,,,Easy Ship,FALSE
402-6938548-9657911,,2023-06-16T18:59:02+00:00,2023-06-18T12:38:17+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560066,IN,,FALSE,,,Easy Ship,FALSE
408-3045076-4010706,,2023-06-16T18:21:15+00:00,2023-06-19T09:37:06+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,GHAZIABAD,UTTAR PRADESH,201005,IN,,FALSE,,,Easy Ship,FALSE
407-5199213-0379534,,2023-06-16T17:46:08+00:00,2023-06-19T09:25:56+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,RAJKOT,GUJARAT,360004,IN,,FALSE,,,Easy Ship,FALSE
404-8808690-9457909,,2023-06-16T17:22:03+00:00,2023-06-18T13:04:05+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,MUMBAI,MAHARASHTRA,400075,IN,,FALSE,,,Easy Ship,FALSE
408-8642508-8141958,,2023-06-16T17:19:22+00:00,2023-06-19T09:36:38+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Organizer Case in 4 Slots of Watches for Men and Women(BLACK),4 plain black,B0C6MQZVSB,Shipped,1,INR,399,42.75,,,,,,,Bangalore,KARNATAKA,560077,IN,,FALSE,,,Easy Ship,FALSE
405-8172379-2173958,,2023-06-16T17:03:39+00:00,2023-06-19T09:26:13+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather 12 Slots Watch Box for Men & Women (Blue),LGWC20216075,B08M8YT6P4,Shipped,1,INR,999,107.04,,,,,,,Jodhpur,RAJASTHAN,342006,IN,,FALSE,,,Easy Ship,FALSE
405-3053824-2785141,,2023-06-16T15:58:13+00:00,2023-06-19T09:37:53+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.75,,,,,,,PERUMBAVOOR,KERALA,683547,IN,,FALSE,,,Easy Ship,FALSE
404-0277222-0582777,,2023-06-16T15:58:10+00:00,2023-06-19T09:25:54+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,REWA,MADHYA PRADESH,486001,IN,,FALSE,,,Easy Ship,FALSE
171-9226318-0728357,,2023-06-16T15:20:52+00:00,2023-06-19T09:36:14+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women (Beige- Plain),LGWC20216097,B08M3ZR6ZC,Shipped,1,INR,399,60.86,,,,,,,CHENNAI,TAMIL NADU,600082,IN,,FALSE,,,Easy Ship,FALSE
402-4621825-9387547,,2023-06-16T14:52:00+00:00,2023-06-19T09:25:57+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,VIJAYAWADA,ANDHRA PRADESH,520012,IN,,FALSE,,,Easy Ship,FALSE
404-6651491-5223511,,2023-06-16T14:42:29+00:00,2023-06-19T09:25:56+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,AHMEDABAD,GUJARAT,380015,IN,,FALSE,,,Easy Ship,FALSE
403-2241825-8861962,,2023-06-16T14:29:20+00:00,2023-06-19T09:25:57+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,MOHALI,PUNJAB,140307,IN,,FALSE,,,Easy Ship,FALSE
406-2939833-9693961,,2023-06-16T13:26:45+00:00,2023-06-18T13:58:03+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560102,IN,,FALSE,,,Easy Ship,FALSE
403-8047553-5240337,,2023-06-16T13:09:45+00:00,2023-06-19T09:26:04+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,GURUGRAM,HARYANA,122001,IN,,FALSE,,,Easy Ship,FALSE
402-3209286-9845946,,2023-06-16T13:08:07+00:00,2023-06-17T08:32:05+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women (Beige- Plain),LGWC20216097,B08M3ZR6ZC,Shipped,1,INR,399,60.86,,,,,,,"Trikkakara P O, Cochin",KERALA,682021,IN,,FALSE,,,Easy Ship,FALSE
171-6525484-5463543,,2023-06-16T12:54:37+00:00,2023-06-20T02:51:21+00:00,Shipped - Out for Delivery,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,HYDERABAD,TELANGANA,501505,IN,,FALSE,,,Easy Ship,FALSE
404-7740869-5077903,,2023-06-16T12:50:56+00:00,2023-06-17T08:32:06+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,ERNAKULAM,KERALA,682028,IN,,FALSE,,,Easy Ship,FALSE
408-2779373-1574728,,2023-06-16T11:56:50+00:00,2023-06-17T08:33:55+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,MADURAI,TAMIL NADU,625002,IN,,FALSE,,,Easy Ship,FALSE
405-5788921-7286744,,2023-06-16T11:31:45+00:00,2023-06-20T04:43:32+00:00,Shipped - Out for Delivery,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,HYDERABAD,TELANGANA,500080,IN,,FALSE,,,Easy Ship,FALSE
171-0361456-6337102,,2023-06-16T10:47:31+00:00,2023-06-19T09:25:55+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,KARANJA,MAHARASHTRA,444105,IN,,TRUE,444105,,Easy Ship,FALSE
402-4272914-6473121,,2023-06-16T10:00:34+00:00,2023-06-17T08:42:53+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 6 Slots of Watches for Men and Women with Transparent Display Blue,UA-862R-7HFS,B0C53SHJHD,Shipped,1,INR,599,64.18,,,,,,,BARABANKI,UTTAR PRADESH,225001,IN,,FALSE,,,Easy Ship,FALSE
402-5567778-1869116,,2023-06-16T09:44:04+00:00,2023-06-17T08:32:08+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,2,INR,1198,128.36,,,,,,,MEERUT,UTTAR PRADESH,250001,IN,,FALSE,,,Easy Ship,FALSE
407-7892550-7360361,,2023-06-16T09:30:58+00:00,2023-06-20T06:22:34+00:00,Shipped - Out for Delivery,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,NEW DELHI,DELHI,110092,IN,,FALSE,,,Easy Ship,FALSE
171-1278189-5041108,,2023-06-16T08:40:29+00:00,2023-06-18T13:05:57+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560046,IN,,FALSE,,,Easy Ship,FALSE
404-1650260-6326767,,2023-06-16T08:11:41+00:00,2023-06-17T08:32:02+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,KOLKATA,WEST BENGAL,700054,IN,,FALSE,,,Easy Ship,FALSE
403-2091873-7701933,,2023-06-16T07:46:43+00:00,2023-06-18T12:44:51+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,NextDay,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560036,IN,,FALSE,,,Easy Ship,FALSE
405-1479205-2450726,,2023-06-16T06:05:18+00:00,2023-06-16T11:13:22+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,,0,,,,,,,,,,PALAKKAD,KERALA,678701,IN,,FALSE,,,Easy Ship,FALSE
402-7740531-0208303,,2023-06-16T05:24:22+00:00,2023-06-20T04:50:24+00:00,Pending - Waiting for Pick Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Premium Faux Leather Water Resistant Casual Laptop Backpack with USB Cable (Brown),LEATHERGIFTSBP18193067,B07S9YPK39,Unshipped,1,INR,899,96.32,,,,,,,KHERLI,RAJASTHAN,321606,IN,,FALSE,,,Easy Ship,FALSE
402-7174011-9163507,,2023-06-16T00:06:07+00:00,2023-06-17T08:32:11+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 10 Slots of Watches for Men and Women with Transparent Display Coffee Brown,FLYWC6081,B0C6R3F7SN,Shipped,1,INR,899,137.14,,,,,,,RAJAHMUNDRY,ANDHRA PRADESH,533103,IN,,FALSE,,,Easy Ship,FALSE
407-1873965-5801150,,2023-06-15T16:59:01+00:00,2023-06-17T08:32:05+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 8 Slots Watch Box Case Leatherette Storage Organizer Men Women (Tan),LGWC20216091,B08M9GYF1G,Shipped,1,INR,799,81.33,,,,,35.67,,Bengaluru,KARNATAKA,560049,IN,VPC-44571-86226132 Coupon,FALSE,,,Easy Ship,FALSE
408-7826102-2897134,,2023-06-15T15:55:01+00:00,2023-06-20T04:12:11+00:00,Shipped - Out for Delivery,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 6 Slots of Watches for Men and Women with Transparent Display Blue,UA-862R-7HFS,B0C53SHJHD,Shipped,1,INR,599,64.18,,,,,,,NAGPUR,MAHARASHTRA,440015,IN,,FALSE,,,Easy Ship,FALSE
408-5197959-3562726,,2023-06-15T15:15:15+00:00,2023-06-17T23:55:41+00:00,Shipped - Returning to Seller,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 6 Slots of Watches for Men and Women with Transparent Display Blue,UA-862R-7HFS,B0C53SHJHD,Shipped,1,INR,599,64.18,,,,,,,PATNA,BIHAR,800020,IN,,FALSE,,,Easy Ship,FALSE
407-9763455-3813165,,2023-06-15T14:24:26+00:00,2023-06-20T05:11:54+00:00,Shipped - Out for Delivery,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 6 Slots of Watches for Men and Women with Transparent Display Blue,UA-862R-7HFS,B0C53SHJHD,Shipped,1,INR,599,64.18,,,,,,,CHENNAI,TAMIL NADU,600034,IN,,FALSE,,,Easy Ship,FALSE
171-5648098-5109908,,2023-06-15T14:00:20+00:00,2023-06-17T08:43:22+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 8 Slots Watch Box Case Leatherette Storage Organizer Men Women (Brown),LGWC20216092,B08M9L4757,Shipped,3,INR,2337,250.38,,,,,,,Ramnagar  PURBA MEDINIPUR DISTRICT,WEST BENGAL,721441,IN,,FALSE,,,Easy Ship,FALSE
171-0433982-4357138,,2023-06-15T13:42:47+00:00,2023-06-17T08:32:04+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 6 Slots of Watches for Men and Women with Transparent Display Blue,UA-862R-7HFS,B0C53SHJHD,Shipped,1,INR,599,64.18,,,,,,,MOGA,PUNJAB,142001,IN,,FALSE,,,Easy Ship,FALSE
402-3726990-4257122,,2023-06-15T13:00:07+00:00,2023-06-17T07:12:32+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women (Beige- Window),LGWC20216077,B08M3RGWYD,Shipped,1,INR,449,48.1,,,,,,,MUMBAI,MAHARASHTRA,400059,IN,,FALSE,,,Easy Ship,FALSE
404-6614386-9927518,,2023-06-15T12:04:12+00:00,2023-06-19T09:36:03+00:00,Shipped - Picked Up,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Men and Women Polyester Foldable Travel Duffel Cabin Luggage Bag (Blue),FLYDB20214002,B08N6MPG74,Shipped,1,INR,599,64.18,,,,,,,BENGALURU,KARNATAKA,560050,IN,,FALSE,,,Easy Ship,FALSE
171-8581717-2026740,,2023-06-15T08:37:36+00:00,2023-06-20T02:40:41+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.75,,,,,,,PERUMBAVOOR,KERALA,683543,IN,,FALSE,,,Easy Ship,FALSE
402-8869728-5331506,,2023-06-15T08:36:20+00:00,2023-06-20T06:20:31+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.75,,,,,,,VADODARA,GUJARAT,390021,IN,,FALSE,,,Easy Ship,FALSE
407-3465459-9689967,,2023-06-15T07:54:00+00:00,2023-06-19T05:54:22+00:00,Shipped - Out for Delivery,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Unisex Water-Resistant Stylish Casual Office College Travel Sling One Side Shoulder Bag (Mud Grey),FLYBP20213012,B08NTGD8QW,Shipped,1,INR,477,51.11,,,,,,,CHENNAI,TAMIL NADU,600075,IN,,FALSE,,,Easy Ship,FALSE
