Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT115780081,Thu Jun 15 10:49:34 IST 2023,462364178001,LWDB16174099,8905371649198,Men-Travel Bags,LEATHER WORLD,1,366.0,Size/Colour Issue,Size is larger than expected,RVP,Textured Overnighter Bag,https://assets.ajio.com/medias/sys_master/root/20230602/xtsl/6479803ed55b7d0c633ff39b/-462364178-brown-MODEL.jpg
RT115757617,Thu Jun 15 10:45:33 IST 2023,462314114001,LWOB16171124,8905371649129,Men-Laptop Bags,LEATHER WORLD,1,878.0,Size/Colour Issue,Size is smaller than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/RB1N/64797fe342f9e729d715edfc/-462314114-brown-MODEL.jpg
RT115778047,Thu Jun 15 10:38:45 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Size/Colour Issue,Want to change style color,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT115754411,Thu Jun 15 09:57:35 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Defective/Damage Product received,Received damaged,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT115740742,Thu Jun 15 09:21:21 IST 2023,462364826001,LWOB16171122,8905371649143,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/4IKU/6479982cd55b7d0c63434c2e/-462364826-brown-MODEL.jpg
RT115740742,Thu Jun 15 09:21:21 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT115740742,Thu Jun 15 09:21:21 IST 2023,462365249001,LWOB16171125,8905371649112,Men-Laptop Bags,LEATHER WORLD,1,878.0,Defective/Damage Product received,Color faded washed out,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/LtZr/64799688d55b7d0c63430c46/-462365249-brown-MODEL.jpg
RT115764040,Thu Jun 15 08:40:27 IST 2023,462450381001,LWTP202101,8905372413910,Men-Utility Bags,LEATHER WORLD,1,366.0,Did not like the product,Did not like the product,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20230602/6SWt/6479a174d55b7d0c63447b53/-462450381-black-MODEL.jpg
RT115757165,Thu Jun 15 08:26:43 IST 2023,462364826001,LWOB16171122,8905371649143,Men-Laptop Bags,LEATHER WORLD,1,733.0,Size/Colour Issue,Size is smaller than expected,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/4IKU/6479982cd55b7d0c63434c2e/-462364826-brown-MODEL.jpg
RT115749005,Thu Jun 15 04:34:52 IST 2023,462218089001,LWSB20213015,8905370901662,Men-Fashion Bags,LEATHER WORLD,1,566.0,Size/Colour Issue,Size is smaller than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/lspr/64797d20d55b7d0c633fa2b5/-462218089-brown-MODEL.jpg
RT115709942,Thu Jun 15 01:05:20 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
